1, 2, 5.67, 3.00
1, 5, 9.09, 2.00
1, 9, 8.19, 1.00
1, 0, 0.00, 0.23
1, 9, 16.07, 2.00
3, 6, 16.57, 3.00
3, 8, 24.89, 3.50
3, 6, 44.54, 10.00
3, 4, 1.88, 0.50
1, 7, 22.10, 3.50
1, 6, 21.37, 4.00
3, 10, 17.74, 2.00
1, 0, 0.00, 0.23
1, 6, 37.95, 8.00
3, 5, 25.87, 6.00
3, 5, 36.50, 9.00
1, 7, 48.94, 10.00
1, 6, 37.95, 8.00
3, 6, 44.54, 10.00
1, 6, 30.20, 6.00
1, 8, 11.05, 1.50
1, 7, 9.69, 1.50
1, 4, 1.88, 0.50
1, 7, 46.01, 9.00
3, 7, 9.69, 1.50
1, 5, 16.17, 3.50
1, 9, 4.22, 0.50
3, 0, 0.00, 5.00
3, 7, 22.10, 3.50
1, 8, 27.55, 4.00
3, 6, 21.37, 4.00
1, 7, 46.01, 9.00
3, 6, 13.63, 2.50
1, 6, 8.33, 1.50
3, 8, 17.91, 2.50
3, 8, 14.36, 2.00
3, 10, 17.74, 2.00
3, 6, 26.47, 5.00
3, 8, 24.89, 3.50
1, 5, 29.47, 7.00
3, 8, 27.55, 4.00
3, 5, 33.02, 8.00
1, 3, 16.22, 6.00
1, 7, 48.94, 10.00
1, 6, 26.47, 5.00
3, 7, 15.79, 2.50
3, 0, 0.00, 0.23
1, 9, 30.40, 4.00
3, 8, 7.29, 1.00
1, 10, 22.00, 2.50
1, 7, 19.15, 3.00
3, 4, 27.47, 8.00
1, 7, 12.63, 2.00
3, 6, 41.61, 9.00
1, 9, 8.19, 1.00
3, 7, 19.15, 3.00
3, 11, 9.98, 1.00
3, 6, 21.37, 4.00
1, 6, 44.54, 10.00
1, 6, 30.20, 6.00
1, 7, 30.16, 5.00
1, 7, 46.01, 9.00
3, 7, 34.18, 6.00
3, 0, 0.00, 0.50
1, 6, 34.14, 7.00
3, 6, 37.95, 8.00
1, 8, 24.89, 3.50
1, 0, 0.00, 0.23
3, 5, 29.47, 7.00
3, 4, 18.37, 5.00
3, 6, 34.14, 7.00
1, 2, 14.57, 8.00
3, 8, 11.05, 1.50
3, 5, 25.87, 6.00
1, 8, 17.91, 2.50
1, 9, 8.19, 1.00
3, 7, 6.39, 1.00
1, 5, 22.54, 5.00
3, 8, 11.05, 1.50
3, 5, 39.35, 10.00
3, 7, 38.34, 7.00
1, 10, 4.69, 0.50
3, 9, 4.22, 0.50
3, 6, 41.61, 9.00
1, 11, 23.96, 2.50
3, 0, 0.00, 0.23
1, 6, 34.14, 7.00
3, 8, 21.64, 3.00
1, 8, 21.64, 3.00
3, 0, 0.00, 0.23
